Timestamp;Suhu Udara (°C);Kelembaban Udara (%);Suhu Tanah (°C);Kelembaban Tanah (%);pH Tanah;Nitrogen (mg/kg);Fosfor (mg/kg);Kalium (mg/kg);Status Kesuburan;Rekomendasi;Curah Hujan (mm);Lokasi
2025-08-27 14:23:18;24.1;64.2;29.9;68.0;7.00;30;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;6.6;Eucalyptus Farm
2025-08-27 14:23:21;27.6;61.9;28.9;48.3;6.58;164;12;177;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.1;Eucalyptus Farm
2025-08-27 14:24:09;25.8;55.7;25.8;54.5;5.90;118;61;261;Sangat Subur;Pertahankan kondisi saat ini;7.2;Eucalyptus Farm
2025-08-27 14:24:12;22.1;64.9;27.5;58.2;7.46;105;47;157;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.1;Eucalyptus Farm
2025-08-27 14:24:38;30.4;45.2;29.9;73.2;6.20;91;63;219;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-08-27 14:24:53;21.1;50.0;29.7;49.2;5.74;137;66;203;Sangat Subur;Pertahankan kondisi saat ini;8.3;Eucalyptus Farm
2025-08-27 14:25:32;23.6;38.4;26.0;51.9;6.79;116;45;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.5;Eucalyptus Farm
2025-08-27 14:27:27;28.3;54.9;26.8;67.8;7.39;80;68;145;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.7;Eucalyptus Farm
2025-08-27 14:27:56;30.4;47.1;28.7;63.2;6.76;74;5;187;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.9;Eucalyptus Farm
2025-08-27 14:28:09;23.2;58.9;26.5;43.7;7.46;57;37;215;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.3;Eucalyptus Farm
2025-08-27 14:28:42;21.5;66.3;29.5;47.3;6.15;83;66;116;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.1;Eucalyptus Farm
2025-08-27 14:28:48;27.4;48.9;29.2;66.7;6.72;60;29;104;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.2;Eucalyptus Farm
2025-08-27 14:28:53;25.7;52.1;25.9;72.7;6.72;120;78;183;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.4;Eucalyptus Farm
2025-08-27 14:29:15;25.0;60.2;28.9;72.6;7.32;94;71;130;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.8;Eucalyptus Farm
2025-08-27 14:29:48;23.1;45.8;25.8;78.4;7.29;90;61;340;Sangat Subur;Pertahankan kondisi saat ini;4.8;Eucalyptus Farm
2025-08-27 14:30:11;22.5;63.8;28.9;61.8;6.12;183;14;331;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.0;Eucalyptus Farm
2025-08-27 14:30:19;30.1;45.4;27.8;40.9;6.24;102;47;145;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.4;Eucalyptus Farm
2025-08-27 14:30:25;25.1;67.5;29.4;70.9;5.50;77;42;170;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.5;Eucalyptus Farm
2025-08-27 14:31:22;23.3;57.3;29.0;74.8;7.31;87;66;220;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.4;Eucalyptus Farm
2025-08-27 14:31:23;21.8;57.7;25.7;63.9;7.67;120;75;249;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.7;Eucalyptus Farm
2025-08-27 14:31:49;20.8;59.1;26.9;63.2;5.02;195;84;1;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.0;Eucalyptus Farm
2025-08-27 14:33:19;29.5;41.8;27.5;74.1;6.64;23;91;286;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.1;Eucalyptus Farm
2025-08-27 14:34:14;29.9;65.4;25.6;58.0;5.71;138;45;262;Sangat Subur;Pertahankan kondisi saat ini;9.8;Eucalyptus Farm
2025-08-27 14:34:24;25.9;58.3;28.9;65.1;5.50;120;80;173;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.7;Eucalyptus Farm
2025-08-27 14:35:23;24.2;65.4;29.4;70.2;6.88;70;49;236;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.1;Eucalyptus Farm
2025-08-27 14:36:09;20.6;59.0;26.1;70.9;7.35;91;78;116;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.9;Eucalyptus Farm
2025-08-27 14:36:16;25.5;49.5;30.4;46.4;6.26;47;43;210;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.5;Eucalyptus Farm
2025-08-27 14:36:28;24.9;47.1;26.8;47.8;6.18;101;52;339;Sangat Subur;Pertahankan kondisi saat ini;0.6;Eucalyptus Farm
2025-08-27 14:36:32;24.9;42.2;26.0;61.4;5.91;75;70;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.9;Eucalyptus Farm
2025-08-27 14:36:45;29.4;59.2;25.8;45.9;6.76;134;41;215;Sangat Subur;Pertahankan kondisi saat ini;0.1;Eucalyptus Farm
2025-08-27 14:38:13;24.5;56.2;28.5;71.7;7.48;138;62;325;Sangat Subur;Pertahankan kondisi saat ini;6.6;Eucalyptus Farm
2025-08-27 14:38:17;23.7;55.9;28.5;59.2;5.19;115;27;129;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-08-27 14:38:58;23.8;60.6;28.7;65.5;5.03;118;71;196;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-08-27 14:38:59;28.4;46.9;28.2;53.8;6.96;90;55;315;Sangat Subur;Pertahankan kondisi saat ini;4.1;Eucalyptus Farm
2025-08-27 14:39:04;22.8;43.9;26.2;64.9;6.66;91;53;304;Sangat Subur;Pertahankan kondisi saat ini;7.8;Eucalyptus Farm
2025-08-27 14:41:07;25.7;57.3;28.8;54.6;6.46;83;45;308;Sangat Subur;Pertahankan kondisi saat ini;5.6;Eucalyptus Farm
2025-08-27 14:41:45;24.6;64.1;28.7;61.3;6.71;144;69;239;Sangat Subur;Pertahankan kondisi saat ini;1.2;Eucalyptus Farm
2025-08-27 14:41:47;22.0;59.3;28.9;41.0;6.00;109;23;137;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.1;Eucalyptus Farm
2025-08-27 14:41:58;30.5;54.2;26.9;79.8;6.32;89;63;172;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.7;Eucalyptus Farm
2025-08-27 14:43:10;22.2;48.7;27.0;64.6;6.19;57;11;310;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.0;Eucalyptus Farm
2025-08-27 14:43:53;22.0;44.9;29.1;68.8;6.89;116;66;243;Sangat Subur;Pertahankan kondisi saat ini;6.4;Eucalyptus Farm
2025-08-27 14:44:02;24.4;62.6;30.3;58.2;6.72;104;49;225;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.1;Eucalyptus Farm
2025-08-27 14:44:13;22.9;45.0;29.9;57.7;6.40;81;45;220;Sangat Subur;Pertahankan kondisi saat ini;3.3;Eucalyptus Farm
2025-08-27 14:44:36;23.5;62.3;27.0;57.9;7.08;79;33;141;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.3;Eucalyptus Farm
2025-08-27 14:45:00;26.3;67.9;29.8;60.9;7.16;147;52;337;Sangat Subur;Pertahankan kondisi saat ini;0.6;Eucalyptus Farm
2025-08-27 14:46:16;21.9;64.9;26.7;54.1;5.03;72;102;77;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.5;Eucalyptus Farm
2025-08-27 14:48:58;25.7;51.4;28.3;46.6;6.23;107;58;307;Sangat Subur;Pertahankan kondisi saat ini;6.1;Eucalyptus Farm
2025-08-27 14:49:08;26.3;67.6;28.7;73.4;6.04;66;59;119;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.0;Eucalyptus Farm
2025-08-27 14:51:30;29.1;39.8;26.6;79.9;4.33;111;176;202;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.3;Eucalyptus Farm
2025-08-27 14:51:43;30.1;64.5;30.2;74.3;5.51;100;38;196;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.9;Eucalyptus Farm
2025-08-27 14:52:16;23.5;48.8;29.1;64.5;6.03;37;198;346;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.8;Eucalyptus Farm
2025-08-27 14:53:49;21.3;40.6;30.0;47.7;5.95;121;47;213;Sangat Subur;Pertahankan kondisi saat ini;3.2;Eucalyptus Farm
2025-08-27 14:55:11;29.3;55.2;26.5;71.7;7.00;5;0;43;Data Tidak Lengkap;Periksa sensor pH dan NPK;0.3;Eucalyptus Farm
2025-08-27 14:57:48;26.3;42.0;27.7;58.0;6.29;102;58;161;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.6;Eucalyptus Farm
2025-08-27 14:59:44;21.3;38.1;28.9;65.7;6.47;108;66;167;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.1;Eucalyptus Farm
2025-08-27 14:59:59;29.0;54.4;30.4;58.0;7.97;60;49;223;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.1;Eucalyptus Farm
2025-08-27 15:01:25;28.3;46.1;29.0;40.1;5.09;93;28;132;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.7;Eucalyptus Farm
2025-08-27 15:01:56;24.0;60.3;27.7;72.7;7.79;81;78;228;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-08-27 15:02:09;29.0;59.2;28.0;50.3;6.73;91;39;155;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.8;Eucalyptus Farm
2025-08-27 15:02:22;22.2;48.6;27.5;42.3;7.65;79;46;149;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.8;Eucalyptus Farm
2025-08-27 15:02:31;24.5;53.9;28.5;40.4;7.43;140;66;265;Sangat Subur;Pertahankan kondisi saat ini;4.6;Eucalyptus Farm
2025-08-27 15:03:00;26.1;64.1;27.4;64.6;5.96;88;59;232;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.2;Eucalyptus Farm
2025-08-27 15:04:06;28.5;50.8;26.7;79.8;7.09;106;95;44;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.6;Eucalyptus Farm
2025-08-27 15:04:31;28.4;64.8;30.3;71.5;6.88;140;56;229;Sangat Subur;Pertahankan kondisi saat ini;3.2;Eucalyptus Farm
2025-08-27 15:05:47;23.5;64.4;27.8;43.8;5.60;116;42;224;Sangat Subur;Pertahankan kondisi saat ini;8.3;Eucalyptus Farm
2025-08-27 15:05:51;28.4;49.2;28.3;41.9;5.75;119;54;170;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.4;Eucalyptus Farm
2025-08-27 15:06:07;26.0;61.9;25.5;65.3;5.95;75;39;170;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.0;Eucalyptus Farm
2025-08-27 15:07:38;24.6;48.4;25.6;43.7;7.64;103;55;135;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.8;Eucalyptus Farm
2025-08-27 15:08:35;30.2;56.3;27.2;44.6;5.95;113;57;261;Sangat Subur;Pertahankan kondisi saat ini;1.5;Eucalyptus Farm
2025-08-27 15:09:02;23.4;61.6;26.1;54.2;7.09;129;47;221;Sangat Subur;Pertahankan kondisi saat ini;9.8;Eucalyptus Farm
2025-08-27 15:10:19;27.4;54.8;26.5;76.1;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;2.8;Eucalyptus Farm
2025-08-27 15:10:51;22.6;42.3;29.3;60.0;5.44;94;35;244;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.1;Eucalyptus Farm
2025-08-27 15:11:16;26.4;42.9;27.5;78.8;6.81;145;48;245;Sangat Subur;Pertahankan kondisi saat ini;2.6;Eucalyptus Farm
2025-08-27 15:12:19;24.5;39.5;27.5;67.0;7.25;46;36;248;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.5;Eucalyptus Farm
2025-08-27 15:12:19;23.6;40.9;26.4;79.5;6.60;56;55;120;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.4;Eucalyptus Farm
2025-08-27 15:12:25;28.3;56.4;27.9;66.4;6.69;102;66;327;Sangat Subur;Pertahankan kondisi saat ini;5.5;Eucalyptus Farm
2025-08-27 15:12:25;20.6;59.5;27.2;71.5;8.51;105;142;282;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.4;Eucalyptus Farm
2025-08-27 15:14:14;27.0;42.7;28.2;43.5;6.24;63;43;235;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.8;Eucalyptus Farm
2025-08-27 15:14:31;24.8;48.7;28.1;52.2;7.59;107;69;144;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.9;Eucalyptus Farm
2025-08-27 15:15:03;23.5;59.2;25.8;63.3;6.74;130;54;229;Sangat Subur;Pertahankan kondisi saat ini;3.5;Eucalyptus Farm
2025-08-27 15:15:05;27.4;41.4;27.4;58.2;5.74;108;48;284;Sangat Subur;Pertahankan kondisi saat ini;3.7;Eucalyptus Farm
2025-08-27 15:15:44;24.2;38.8;26.6;71.2;5.50;51;29;112;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.0;Eucalyptus Farm
2025-08-27 15:16:51;22.6;61.9;28.7;52.7;8.03;196;158;167;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.3;Eucalyptus Farm
2025-08-27 15:17:38;23.2;54.5;29.1;79.7;5.35;93;182;2;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.3;Eucalyptus Farm
2025-08-27 15:17:52;28.3;51.8;30.4;59.3;7.26;105;24;149;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.9;Eucalyptus Farm
2025-08-27 15:18:29;27.9;40.3;29.9;73.1;7.12;85;44;310;Sangat Subur;Pertahankan kondisi saat ini;2.2;Eucalyptus Farm
2025-08-27 15:18:53;26.8;43.5;26.0;72.5;6.85;106;78;182;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.8;Eucalyptus Farm
2025-08-27 15:19:30;21.4;53.3;30.1;76.2;6.10;51;73;143;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.6;Eucalyptus Farm
2025-08-27 15:19:42;28.7;38.0;27.0;79.2;6.27;103;68;315;Sangat Subur;Pertahankan kondisi saat ini;4.7;Eucalyptus Farm
2025-08-27 15:21:47;20.6;46.8;25.5;55.0;7.74;116;55;192;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.6;Eucalyptus Farm
2025-08-27 15:22:11;29.0;60.5;26.9;44.7;7.76;57;60;185;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.5;Eucalyptus Farm
2025-08-27 15:22:37;21.9;58.8;26.5;55.7;5.91;129;47;253;Sangat Subur;Pertahankan kondisi saat ini;9.0;Eucalyptus Farm
2025-08-27 15:22:38;28.9;44.5;26.1;74.1;7.92;115;68;102;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.6;Eucalyptus Farm
2025-08-27 15:24:01;27.4;44.6;25.9;67.2;6.05;136;68;221;Sangat Subur;Pertahankan kondisi saat ini;6.5;Eucalyptus Farm
2025-08-27 15:24:06;28.7;48.4;28.9;62.6;7.26;99;56;292;Sangat Subur;Pertahankan kondisi saat ini;2.7;Eucalyptus Farm
2025-08-27 15:25:36;25.5;60.3;27.1;75.6;7.11;95;44;293;Sangat Subur;Pertahankan kondisi saat ini;0.8;Eucalyptus Farm
2025-08-27 15:26:53;23.3;49.5;27.4;49.8;7.59;69;122;223;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.3;Eucalyptus Farm
2025-08-27 15:27:34;24.8;52.8;25.8;78.2;6.97;65;189;58;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.3;Eucalyptus Farm
2025-08-27 15:27:50;28.5;53.4;26.2;48.6;5.39;147;143;33;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.6;Eucalyptus Farm
2025-08-27 15:29:27;27.1;48.4;27.5;46.3;6.82;61;46;136;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.6;Eucalyptus Farm
2025-08-27 15:32:02;25.9;63.6;25.7;73.3;6.07;119;61;262;Sangat Subur;Pertahankan kondisi saat ini;8.4;Eucalyptus Farm
2025-08-27 15:32:12;26.2;43.5;26.2;63.1;7.34;71;73;160;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.6;Eucalyptus Farm
2025-08-27 15:33:56;23.6;61.2;29.4;60.9;5.75;133;50;334;Sangat Subur;Pertahankan kondisi saat ini;9.8;Eucalyptus Farm
2025-08-27 15:34:11;28.1;60.8;29.9;69.2;5.10;71;10;220;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.3;Eucalyptus Farm
2025-08-27 15:34:26;24.0;47.4;28.5;57.4;5.03;31;115;353;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.8;Eucalyptus Farm
2025-08-27 15:35:11;29.2;57.0;30.0;53.7;6.21;186;11;387;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.6;Eucalyptus Farm
2025-08-27 15:35:50;23.1;42.8;26.3;42.8;6.83;147;53;247;Sangat Subur;Pertahankan kondisi saat ini;1.9;Eucalyptus Farm
2025-08-27 15:35:53;29.3;47.0;29.6;46.2;7.77;30;103;281;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.3;Eucalyptus Farm
2025-08-27 15:36:32;20.9;49.0;30.4;56.8;7.73;120;77;211;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.0;Eucalyptus Farm
2025-08-27 15:37:05;27.1;67.0;30.1;60.1;5.41;49;62;132;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.0;Eucalyptus Farm
2025-08-27 15:37:44;23.0;67.4;28.6;71.7;5.55;98;32;208;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.9;Eucalyptus Farm
2025-08-27 15:37:52;26.4;53.6;29.2;60.4;6.19;74;65;109;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.2;Eucalyptus Farm
2025-08-27 15:38:00;25.9;67.9;27.5;64.6;5.12;188;129;91;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.7;Eucalyptus Farm
2025-08-27 15:38:15;24.0;42.6;25.6;65.8;6.18;91;57;313;Sangat Subur;Pertahankan kondisi saat ini;6.4;Eucalyptus Farm
2025-08-27 15:39:35;23.1;49.0;27.7;45.2;8.22;62;143;348;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.6;Eucalyptus Farm
2025-08-27 15:40:35;24.8;55.7;29.2;60.6;5.36;34;65;312;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.1;Eucalyptus Farm
2025-08-27 15:40:43;23.3;65.9;26.8;71.2;6.49;88;67;279;Sangat Subur;Pertahankan kondisi saat ini;8.3;Eucalyptus Farm
2025-08-27 15:41:03;20.7;62.8;26.2;52.4;7.66;157;17;249;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.7;Eucalyptus Farm
2025-08-27 15:42:08;27.3;56.2;27.3;48.7;6.41;84;57;309;Sangat Subur;Pertahankan kondisi saat ini;9.9;Eucalyptus Farm
2025-08-27 15:42:31;30.2;58.8;27.5;47.7;7.00;0;0;55;Data Tidak Lengkap;Periksa sensor pH dan NPK;3.6;Eucalyptus Farm
2025-08-27 15:42:39;24.2;48.0;26.4;64.3;5.95;142;16;183;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.8;Eucalyptus Farm
2025-08-27 15:42:47;30.0;61.2;30.2;68.3;5.23;27;158;223;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.0;Eucalyptus Farm
2025-08-27 15:43:30;27.7;45.9;28.6;60.9;6.33;37;142;275;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.6;Eucalyptus Farm
2025-08-27 15:43:47;29.2;66.4;26.0;46.2;6.97;128;61;323;Sangat Subur;Pertahankan kondisi saat ini;9.4;Eucalyptus Farm
2025-08-27 15:43:57;29.1;60.9;26.2;67.6;7.05;65;75;181;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.5;Eucalyptus Farm
2025-08-27 15:44:08;25.5;53.6;27.7;50.2;5.30;63;68;207;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.2;Eucalyptus Farm
2025-08-27 15:44:50;28.9;62.0;27.6;49.2;7.48;101;28;171;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.1;Eucalyptus Farm
2025-08-27 15:45:32;23.4;57.6;28.8;63.7;7.00;37;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;1.0;Eucalyptus Farm
2025-08-27 15:45:45;21.6;45.0;30.3;78.3;5.50;41;80;207;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.0;Eucalyptus Farm
2025-08-27 15:47:00;21.2;38.6;29.6;61.0;5.70;51;44;149;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.8;Eucalyptus Farm
2025-08-27 15:47:01;29.6;59.6;28.9;60.9;5.50;85;33;109;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.8;Eucalyptus Farm
2025-08-27 15:47:30;27.3;40.0;27.0;51.5;8.44;200;198;127;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.2;Eucalyptus Farm
2025-08-27 15:47:54;28.7;50.1;26.6;60.5;6.61;61;36;179;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-08-27 15:48:42;20.6;65.0;30.2;78.4;5.52;63;38;146;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.1;Eucalyptus Farm
2025-08-27 15:50:51;28.5;42.2;26.2;65.7;5.50;76;72;246;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.0;Eucalyptus Farm
2025-08-27 15:51:39;29.4;39.6;26.4;61.9;7.00;0;0;14;Data Tidak Lengkap;Periksa sensor pH dan NPK;4.8;Eucalyptus Farm
2025-08-27 15:51:52;20.9;40.0;28.3;44.2;7.00;0;0;22;Data Tidak Lengkap;Periksa sensor pH dan NPK;0.2;Eucalyptus Farm
2025-08-27 15:51:59;25.3;40.8;29.3;69.9;5.92;105;49;174;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-08-27 15:52:47;24.1;66.7;28.0;57.3;5.92;93;58;341;Sangat Subur;Pertahankan kondisi saat ini;4.6;Eucalyptus Farm
2025-08-27 15:52:54;29.3;59.9;29.0;70.1;7.62;81;71;208;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.7;Eucalyptus Farm
2025-08-27 15:54:20;23.3;63.2;25.8;55.9;8.90;156;183;298;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.7;Eucalyptus Farm
2025-08-27 15:54:59;26.8;60.1;29.7;44.9;6.79;82;41;247;Sangat Subur;Pertahankan kondisi saat ini;8.8;Eucalyptus Farm
2025-08-27 15:56:45;29.1;53.0;28.9;49.6;7.28;42;74;156;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.6;Eucalyptus Farm
2025-08-27 15:57:01;28.5;63.0;30.4;71.7;6.02;56;44;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.0;Eucalyptus Farm
2025-08-27 15:57:23;26.7;56.2;29.7;61.6;6.53;41;63;133;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.0;Eucalyptus Farm
2025-08-27 15:57:46;22.2;49.3;29.5;72.0;7.06;32;36;131;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.4;Eucalyptus Farm
2025-08-27 15:57:53;28.3;49.3;28.3;72.2;7.12;146;63;291;Sangat Subur;Pertahankan kondisi saat ini;0.5;Eucalyptus Farm
2025-08-27 15:58:11;22.8;52.8;27.1;47.3;5.97;90;36;240;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.0;Eucalyptus Farm
2025-08-27 15:58:13;28.4;61.6;26.7;51.5;6.66;68;174;22;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.4;Eucalyptus Farm
2025-08-27 15:59:21;29.5;64.7;30.4;68.0;6.63;154;99;22;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.0;Eucalyptus Farm
2025-08-27 16:02:20;21.8;52.9;26.0;53.8;6.15;23;76;197;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.5;Eucalyptus Farm
2025-08-27 16:04:50;27.0;47.9;28.7;64.4;6.26;113;57;235;Sangat Subur;Pertahankan kondisi saat ini;5.6;Eucalyptus Farm
2025-08-27 16:05:24;20.8;49.8;28.1;60.5;6.79;117;64;265;Sangat Subur;Pertahankan kondisi saat ini;1.7;Eucalyptus Farm
2025-08-27 16:05:24;26.2;38.6;25.7;57.8;7.66;49;32;169;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-08-27 16:05:27;22.7;44.4;28.1;79.0;6.61;143;69;304;Sangat Subur;Pertahankan kondisi saat ini;4.6;Eucalyptus Farm
2025-08-27 16:06:08;29.6;66.3;25.5;58.6;7.00;26;13;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;0.2;Eucalyptus Farm
2025-08-27 16:06:14;22.5;64.3;29.2;40.5;5.93;149;51;234;Sangat Subur;Pertahankan kondisi saat ini;2.5;Eucalyptus Farm
2025-08-27 16:07:02;22.1;66.8;29.8;74.6;7.29;112;39;140;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.1;Eucalyptus Farm
2025-08-27 16:07:15;29.7;63.8;25.7;71.5;7.25;140;46;314;Sangat Subur;Pertahankan kondisi saat ini;4.1;Eucalyptus Farm
2025-08-27 16:08:19;22.5;48.2;28.1;64.6;6.53;93;43;228;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.1;Eucalyptus Farm
2025-08-27 16:08:25;23.6;52.5;28.0;55.5;5.53;123;60;278;Sangat Subur;Pertahankan kondisi saat ini;9.1;Eucalyptus Farm
2025-08-27 16:08:40;24.5;47.8;25.6;73.1;5.31;95;57;156;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.0;Eucalyptus Farm
2025-08-27 16:09:15;21.5;55.6;27.8;71.0;6.95;104;16;172;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.1;Eucalyptus Farm
2025-08-27 16:09:35;22.4;66.9;27.5;66.1;5.33;199;6;211;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.2;Eucalyptus Farm
2025-08-27 16:10:19;28.1;59.7;26.5;53.5;5.99;105;67;158;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.7;Eucalyptus Farm
2025-08-27 16:11:07;27.6;55.4;26.4;50.5;6.12;73;108;65;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.0;Eucalyptus Farm
